datetime,in_avg_response_time,in_throughput,in_progress_requests,http_error_count,ballerina_error_count,cpu,memory,cpuPercentage,memoryPercentage
2021-02-17 08:35:00+00:00,123.43612979412087,65.21945208076595,4.0212638904161535,0,0,197.476175,366.87890625,19.7476175,52.41127232142857
2021-02-17 08:35:10+00:00,122.12843610122628,64.96761434250135,3.960558902028408,0,0,197.476175,366.87890625,19.7476175,52.41127232142857
2021-02-17 08:35:20+00:00,122.16975973909132,64.5281783042013,3.9426888084626617,0,0,197.476175,366.87890625,19.7476175,52.41127232142857
2021-02-17 08:35:30+00:00,691.254521959806,86.16383728739488,14.890285538580164,0,0,197.476175,366.87890625,19.7476175,52.41127232142857
2021-02-17 08:35:40+00:00,137.23676318442193,63.43812013492422,4.342146737309159,0,0,197.476175,366.87890625,19.7476175,52.41127232142857
2021-02-17 08:35:50+00:00,577.9856864064994,126.97426637786803,18.34732712709344,0,0,197.476175,366.87890625,19.7476175,52.41127232142857
2021-02-17 08:36:00+00:00,75.47528702579666,62.48222243291932,4.715863672134256,0,0,202.764171,367.203125,20.2764171,52.45758928571429
2021-02-17 08:36:10+00:00,83.63874845116278,61.195445920303605,5.118310507685009,0,0,202.764171,367.203125,20.2764171,52.45758928571429
2021-02-17 08:36:20+00:00,157.55830055878803,37.74978960172321,2.9785509524946567,0,0,202.764171,367.203125,20.2764171,52.45758928571429
2021-02-17 08:36:30+00:00,145.78001499089802,63.24721903614574,4.60116838407021,0,0,202.764171,367.203125,20.2764171,52.45758928571429
2021-02-17 08:36:40+00:00,149.5315569931948,59.71308268238536,4.462409509647971,0,0,202.764171,367.203125,20.2764171,52.45758928571429
2021-02-17 08:37:00+00:00,141.88864641642925,63.82013479316802,4.533204105844499,0,0,187.396906,367.2109375,18.7396906,52.45870535714285
2021-02-17 08:37:10+00:00,515.2803566584532,128.72645326099507,16.582553186925807,0,0,187.396906,367.2109375,18.7396906,52.45870535714285
2021-02-17 08:37:20+00:00,185.47216903261457,37.68072442882134,3.477023946408276,0,0,187.396906,367.2109375,18.7396906,52.45870535714285
2021-02-17 08:37:30+00:00,148.98394504036145,62.76318597741725,4.675138258517571,0,0,187.396906,367.2109375,18.7396906,52.45870535714285
2021-02-17 08:37:40+00:00,606.9517634954677,125.21349543118048,18.999637966346675,0,0,187.396906,367.2109375,18.7396906,52.45870535714285
2021-02-17 08:37:50+00:00,133.18008688863534,64.86080952650693,4.3221153608491605,0,0,187.396906,367.2109375,18.7396906,52.45870535714285
2021-02-17 08:38:00+00:00,142.2671296018045,64.05222267619958,4.553495968917943,0,0,193.70085,367.140625,19.370085,52.44866071428571
2021-02-17 08:38:10+00:00,669.7564123693548,83.38128869377101,13.96128819356838,0,0,193.70085,367.140625,19.370085,52.44866071428571
2021-02-17 08:38:20+00:00,167.9953594896345,61.308732729274745,5.153644099517662,0,0,193.70085,367.140625,19.370085,52.44866071428571
2021-02-17 08:38:30+00:00,532.1922880323418,129.4220823199347,17.219358527939033,0,0,193.70085,367.140625,19.370085,52.44866071428571
2021-02-17 08:38:40+00:00,134.85083734247465,63.85527829856863,4.314448044616634,0,0,193.70085,367.140625,19.370085,52.44866071428571
2021-02-17 08:38:50+00:00,547.0647612841901,121.1777586262044,16.573020398949424,0,0,193.70085,367.140625,19.370085,52.44866071428571
2021-02-17 08:39:00+00:00,89.99093744736842,43.26375711574953,3.893346060341556,0,0,217.732455,367.171875,21.7732455,52.453125
2021-02-17 08:39:10+00:00,73.47575073748102,62.57121154576528,4.5974667428788445,0,0,217.732455,367.171875,21.7732455,52.453125
2021-02-17 08:39:20+00:00,141.051464425679,63.893395912206245,4.512652672723496,0,0,217.732455,367.171875,21.7732455,52.453125
2021-02-17 08:39:30+00:00,503.0741408647059,124.97927970192536,15.718460940483968,0,0,217.732455,367.171875,21.7732455,52.453125
2021-02-17 08:39:40+00:00,72.65521949909257,52.301850972947314,3.8000024626483153,0,0,217.732455,367.171875,21.7732455,52.453125
2021-02-17 08:39:50+00:00,166.05169666803278,47.91885494781129,3.97476870380812,0,0,217.732455,367.171875,21.7732455,52.453125
2021-02-17 08:40:00+00:00,629.1663789338497,124.19894054855428,19.5354494230886,0,0,207.703489,367.171875,20.7703489,52.453125
2021-02-17 08:40:20+00:00,135.2246593650061,64.2233594311913,4.341493365911703,0,0,207.703489,367.171875,20.7703489,52.453125
2021-02-17 08:40:30+00:00,595.5649961215643,125.62245985049115,18.704084953409783,0,0,207.703489,367.171875,20.7703489,52.453125
2021-02-17 08:40:40+00:00,60.94722698797595,47.321005215742055,2.884084046183025,0,0,207.703489,367.171875,20.7703489,52.453125
2021-02-17 08:40:50+00:00,147.45694642273418,59.06979301245224,4.347604854763187,0,0,207.703489,367.171875,20.7703489,52.453125
2021-02-17 08:41:00+00:00,522.2651367746355,127.91915397631678,16.701928611884185,0,0,211.846183,367.20703125,21.1846183,52.45814732142857
2021-02-17 08:41:10+00:00,132.02430101127595,64.65385139054838,4.268750377894471,0,0,211.846183,367.20703125,21.1846183,52.45814732142857
2021-02-17 08:41:20+00:00,133.64103650797517,64.6750393211433,4.309983246658586,0,0,211.846183,367.20703125,21.1846183,52.45814732142857
2021-02-17 08:41:30+00:00,145.06023751909623,44.14405898478117,3.216857825030721,0,0,211.846183,367.20703125,21.1846183,52.45814732142857
2021-02-17 08:41:40+00:00,553.3471322223576,127.9602226397511,17.701605559060166,0,0,211.846183,367.20703125,21.1846183,52.45814732142857
