datetime,in_avg_response_time,in_throughput,in_progress_requests,http_error_count,ballerina_error_count,cpu,memory,cpuPercentage,memoryPercentage
2021-02-18 13:50:00+00:00,0.0,0.0,0.0,0,0,1.65454,267.92578125,0.165454,38.27511160714286
2021-02-18 13:50:10+00:00,0.0,0.0,0.0,0,0,1.65454,267.92578125,0.165454,38.27511160714286
2021-02-18 13:50:20+00:00,0.0,0.0,0.0,0,0,1.65454,267.92578125,0.165454,38.27511160714286
2021-02-18 13:50:30+00:00,0.0,0.0,0.0,0,0,1.65454,267.92578125,0.165454,38.27511160714286
2021-02-18 13:50:40+00:00,0.0,0.0,0.0,0,0,1.65454,267.92578125,0.165454,38.27511160714286
2021-02-18 13:51:00+00:00,0.0,0.0,0.0,0,0,1.66033,267.92578125,0.166033,38.27511160714286
2021-02-18 13:51:10+00:00,0.0,0.0,0.0,0,0,1.66033,267.92578125,0.166033,38.27511160714286
2021-02-18 13:51:20+00:00,0.0,0.0,0.0,0,0,1.66033,267.92578125,0.166033,38.27511160714286
2021-02-18 13:51:30+00:00,0.0,0.0,0.0,0,0,1.66033,267.92578125,0.166033,38.27511160714286
2021-02-18 13:51:40+00:00,0.0,0.0,0.0,0,0,1.66033,267.92578125,0.166033,38.27511160714286
2021-02-18 13:51:50+00:00,0.0,0.0,0.0,0,0,1.66033,267.92578125,0.166033,38.27511160714286
2021-02-18 13:52:00+00:00,0.0,0.0,0.0,0,0,1.63875,267.92578125,0.163875,38.27511160714286
2021-02-18 13:52:10+00:00,0.0,0.0,0.0,0,0,1.63875,267.92578125,0.163875,38.27511160714286
2021-02-18 13:52:20+00:00,0.0,0.0,0.0,0,0,1.63875,267.92578125,0.163875,38.27511160714286
2021-02-18 13:52:30+00:00,0.0,0.0,0.0,0,0,1.63875,267.92578125,0.163875,38.27511160714286
2021-02-18 13:52:40+00:00,0.0,0.0,0.0,0,0,1.63875,267.92578125,0.163875,38.27511160714286
2021-02-18 13:52:50+00:00,0.0,0.0,0.0,0,0,1.63875,267.92578125,0.163875,38.27511160714286
2021-02-18 13:53:00+00:00,0.0,0.0,0.0,0,0,1.612057,267.92578125,0.1612057,38.27511160714286
2021-02-18 13:53:10+00:00,0.0,0.0,0.0,0,0,1.612057,267.92578125,0.1612057,38.27511160714286
2021-02-18 13:53:20+00:00,0.0,0.0,0.0,0,0,1.612057,267.92578125,0.1612057,38.27511160714286
2021-02-18 13:53:30+00:00,0.0,0.0,0.0,0,0,1.612057,267.92578125,0.1612057,38.27511160714286
2021-02-18 13:53:40+00:00,0.0,0.0,0.0,0,0,1.612057,267.92578125,0.1612057,38.27511160714286
2021-02-18 13:53:50+00:00,0.0,0.0,0.0,0,0,1.612057,267.92578125,0.1612057,38.27511160714286
2021-02-18 13:54:00+00:00,0.0,0.0,0.0,0,0,1.652078,267.92578125,0.1652078,38.27511160714286
2021-02-18 13:54:20+00:00,0.0,0.0,0.0,0,0,1.652078,267.92578125,0.1652078,38.27511160714286
2021-02-18 13:54:30+00:00,0.0,0.0,0.0,0,0,1.652078,267.92578125,0.1652078,38.27511160714286
2021-02-18 13:54:40+00:00,0.0,0.0,0.0,0,0,1.652078,267.92578125,0.1652078,38.27511160714286
2021-02-18 13:54:50+00:00,0.0,0.0,0.0,0,0,1.652078,267.92578125,0.1652078,38.27511160714286
2021-02-18 13:55:00+00:00,0.0,0.0,0.0,0,0,1.616873,267.92578125,0.1616873,38.27511160714286
2021-02-18 13:55:10+00:00,0.0,0.0,0.0,0,0,1.616873,267.92578125,0.1616873,38.27511160714286
2021-02-18 13:55:20+00:00,0.0,0.0,0.0,0,0,1.616873,267.92578125,0.1616873,38.27511160714286
2021-02-18 13:55:30+00:00,0.0,0.0,0.0,0,0,1.616873,267.92578125,0.1616873,38.27511160714286
2021-02-18 13:55:40+00:00,0.0,0.0,0.0,0,0,1.616873,267.92578125,0.1616873,38.27511160714286
2021-02-18 13:55:50+00:00,0.0,0.0,0.0,0,0,1.616873,267.92578125,0.1616873,38.27511160714286
2021-02-18 13:56:00+00:00,0.0,0.0,0.0,0,0,1.644475,267.92578125,0.1644475,38.27511160714286
2021-02-18 13:56:10+00:00,0.0,0.0,0.0,0,0,1.644475,267.92578125,0.1644475,38.27511160714286
2021-02-18 13:56:20+00:00,0.0,0.0,0.0,0,0,1.644475,267.92578125,0.1644475,38.27511160714286
2021-02-18 13:56:30+00:00,0.0,0.0,0.0,0,0,1.644475,267.92578125,0.1644475,38.27511160714286
2021-02-18 13:56:40+00:00,0.0,0.0,0.0,0,0,1.644475,267.92578125,0.1644475,38.27511160714286
2021-02-18 13:56:50+00:00,0.0,0.0,0.0,0,0,1.644475,267.92578125,0.1644475,38.27511160714286
