datetime,in_avg_response_time,in_throughput,in_progress_requests,http_error_count,ballerina_error_count,cpu,memory,cpuPercentage,memoryPercentage,is_anomaly
2021-02-27 11:28:00+00:00,0.0,0.0,0.0,0,0,4.080217,304.4921875,0.4080217,43.49888392857143,0
2021-02-27 11:28:10+00:00,0.0,0.0,0.0,0,0,4.080217,304.4921875,0.4080217,43.49888392857143,0
2021-02-27 11:28:20+00:00,0.0,0.0,0.0,0,0,4.080217,304.4921875,0.4080217,43.49888392857143,0
2021-02-27 11:28:30+00:00,0.0,0.0,0.0,0,0,4.080217,304.4921875,0.4080217,43.49888392857143,0
2021-02-27 11:28:40+00:00,0.0,0.0,0.0,0,0,4.080217,304.4921875,0.4080217,43.49888392857143,0
2021-02-27 11:28:50+00:00,0.0,0.0,0.0,0,0,4.080217,304.4921875,0.4080217,43.49888392857143,0
2021-02-27 11:29:00+00:00,0.0,0.0,0.0,0,0,2.500465,304.41796875,0.2500465,43.48828125,0
2021-02-27 11:29:10+00:00,0.0,0.0,0.0,0,0,2.500465,304.41796875,0.2500465,43.48828125,0
2021-02-27 11:29:20+00:00,0.0,0.0,0.0,0,0,2.500465,304.41796875,0.2500465,43.48828125,0
2021-02-27 11:29:30+00:00,0.8864256799425745,56.74295441649328,0.0245919181010024,0,0,2.500465,304.41796875,0.2500465,43.48828125,0
2021-02-27 11:29:40+00:00,3.1596643883899143,284.266675796208,0.2245468230798149,0,0,2.500465,304.41796875,0.2500465,43.48828125,0
2021-02-27 11:29:50+00:00,0.3906919553113553,129.65425531914892,0.0506548745250759,0,0,2.500465,304.41796875,0.2500465,43.48828125,0
2021-02-27 11:30:00+00:00,0.8378269008399518,136.99932848665665,0.0562918001009471,0,0,114.154051,304.83984375,11.4154051,43.54854910714286,0
2021-02-27 11:30:10+00:00,0.8521059655579537,135.4998099581908,0.0571384241733181,0,0,114.154051,304.83984375,11.4154051,43.54854910714286,0
2021-02-27 11:30:20+00:00,0.8514916707616516,135.87626909573964,0.0573402616946579,0,0,114.154051,304.83984375,11.4154051,43.54854910714286,0
2021-02-27 11:30:30+00:00,0.8524829923042083,131.35542632057772,0.0553241313124116,0,0,114.154051,304.83984375,11.4154051,43.54854910714286,0
2021-02-27 11:30:40+00:00,0.8589499491345828,138.4423349942021,0.0586411105278554,0,0,114.154051,304.83984375,11.4154051,43.54854910714286,0
2021-02-27 11:31:00+00:00,0.8360862719070664,127.04294944887874,0.0527141693272519,0,0,118.262317,304.9921875,11.8262317,43.5703125,0
2021-02-27 11:31:10+00:00,0.8169181296457815,138.59599126056807,0.0563929663721858,0,0,118.262317,304.9921875,11.8262317,43.5703125,0
2021-02-27 11:31:20+00:00,0.8419354778216521,126.83527517287108,0.0527358748697546,0,0,118.262317,304.9921875,11.8262317,43.5703125,0
2021-02-27 11:31:30+00:00,3.363653506075265,273.0948758842767,0.2296491341898341,0,0,118.262317,304.9921875,11.8262317,43.5703125,0
2021-02-27 11:31:40+00:00,0.8490124119848705,127.97621297587278,0.0540532471058028,0,0,118.262317,304.9921875,11.8262317,43.5703125,0
2021-02-27 11:31:50+00:00,0.822006539272657,135.38549719436952,0.055634940977234,0,0,118.262317,304.9921875,11.8262317,43.5703125,0
2021-02-27 11:32:00+00:00,3.414038164577622,261.63321650266766,0.2233064465653267,0,0,114.470859,305.2265625,11.4470859,43.60379464285714,0
2021-02-27 11:32:10+00:00,0.8384206909045477,132.7499647565722,0.054574362040094,0,0,114.470859,305.2265625,11.4470859,43.60379464285714,0
2021-02-27 11:32:20+00:00,3.4665223174248294,269.7315399394531,0.2337576007283702,0,0,114.470859,305.2265625,11.4470859,43.60379464285714,0
2021-02-27 11:32:30+00:00,0.8691928448947142,130.73616737139497,0.0560970889587022,0,0,114.470859,305.2265625,11.4470859,43.60379464285714,0
2021-02-27 11:32:40+00:00,0.8679280283598378,134.71404142124263,0.0576450109253277,0,0,114.470859,305.2265625,11.4470859,43.60379464285714,0
2021-02-27 11:32:50+00:00,0.8391095217688644,131.4014251781473,0.054343762280285,0,0,114.470859,305.2265625,11.4470859,43.60379464285714,0
2021-02-27 11:33:00+00:00,0.8560135748404514,139.26810769814182,0.0593842182404247,0,0,117.810502,305.328125,11.7810502,43.61830357142858,0
2021-02-27 11:33:10+00:00,3.295340678078655,259.43688765066724,0.2137332323173414,0,0,117.810502,305.328125,11.7810502,43.61830357142858,0
2021-02-27 11:33:20+00:00,0.8393085148015174,140.57751666917486,0.0589407967144823,0,0,117.810502,305.328125,11.7810502,43.61830357142858,0
2021-02-27 11:33:30+00:00,0.8239662734222073,129.6753370039871,0.0524439137079931,0,0,117.810502,305.328125,11.7810502,43.61830357142858,0
2021-02-27 11:33:40+00:00,0.8800840892952722,139.3856748581133,0.060766758864517,0,0,117.810502,305.328125,11.7810502,43.61830357142858,0
2021-02-27 11:33:50+00:00,3.3801630363167945,256.95650743252685,0.2171387220911222,0,0,117.810502,305.328125,11.7810502,43.61830357142858,0
2021-02-27 11:34:00+00:00,0.8523591365214647,138.409008289233,0.058520326018099,0,0,119.270693,305.375,11.9270693,43.625,0
2021-02-27 11:34:20+00:00,3.481350451354913,259.0642931783204,0.2254733984965717,0,0,119.270693,305.375,11.9270693,43.625,0
2021-02-27 11:34:30+00:00,0.8861167974864181,136.90407554691626,0.0596960483498139,0,0,119.270693,305.375,11.9270693,43.625,0
2021-02-27 11:34:40+00:00,0.8840459654781228,129.5066413662239,0.0565309474383301,0,0,119.270693,305.375,11.9270693,43.625,0
