datetime,in_avg_response_time,in_throughput,in_progress_requests,http_error_count,ballerina_error_count,cpu,memory,cpuPercentage,memoryPercentage,is_anomaly
2021-02-19 10:10:20+00:00,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
2021-02-19 10:10:30+00:00,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
2021-02-19 10:10:40+00:00,869.9009677860696,18.9336850037679,16.470430908534286,0,0,0.0,0.0,0.0,0.0,0
2021-02-19 10:10:50+00:00,40.31647516783217,27.28486929975196,1.100029755580996,0,0,0.0,0.0,0.0,0.0,0
2021-02-19 10:11:00+00:00,57.91658800892858,21.46621945376138,1.2432501882127456,0,0,98.052148,256.74609375,19.6104296,73.35602678571429,0
2021-02-19 10:11:10+00:00,30.15784983161512,27.640577507598785,0.8335803857332827,0,0,98.052148,256.74609375,19.6104296,73.35602678571429,0
2021-02-19 10:11:20+00:00,30.89755048958333,27.353024978630447,0.8451414703200683,0,0,98.052148,256.74609375,19.6104296,73.35602678571429,0
2021-02-19 10:11:30+00:00,1308.2931221055194,13.777782852289304,6.902701884065099,0,0,98.052148,256.74609375,19.6104296,73.35602678571429,0
2021-02-19 10:11:40+00:00,45.300807063725486,25.86077671334849,0.5658896731405855,0,0,98.052148,256.74609375,19.6104296,73.35602678571429,0
2021-02-19 10:11:50+00:00,40.31685505413142,29.13736486963068,0.5915492309714444,0,0,98.052148,256.74609375,19.6104296,73.35602678571429,0
2021-02-19 10:12:00+00:00,28.620246965544947,27.873945945302985,0.3988656851837656,0,0,188.610127,491.83203125,18.8610127,70.26171875,0
2021-02-19 10:12:10+00:00,63.3111950932778,19.46706943444963,0.6093365673505369,0,0,188.610127,491.83203125,18.8610127,70.26171875,0
2021-02-19 10:12:20+00:00,25.68553944576681,27.396383558286708,0.3550255180717186,0,0,188.610127,491.83203125,18.8610127,70.26171875,0
2021-02-19 10:12:30+00:00,26.0485325732146,28.771622454028616,0.3773300773256445,0,0,188.610127,491.83203125,18.8610127,70.26171875,0
2021-02-19 10:12:40+00:00,32.58973596426634,21.831869375030067,0.368913090056218,0,0,188.610127,491.83203125,18.8610127,70.26171875,0
2021-02-19 10:12:50+00:00,33.02181506911765,29.055849815239853,0.4925979291675391,0,0,188.610127,491.83203125,18.8610127,70.26171875,0
2021-02-19 10:13:00+00:00,31.86828011385781,28.513408756366847,0.4613344684392561,0,0,207.582738,503.453125,20.7582738,71.921875,0
2021-02-19 10:13:10+00:00,19.78970223762376,9.58072472016695,0.1895996894327452,0,0,207.582738,503.453125,20.7582738,71.921875,0
2021-02-19 10:13:20+00:00,37.4158909813849,21.270049421672937,0.3880604662504948,0,0,207.582738,503.453125,20.7582738,71.921875,0
2021-02-19 10:13:30+00:00,63.97082088,28.848567982333563,0.9890826031741258,0,0,207.582738,503.453125,20.7582738,71.921875,0
2021-02-19 10:13:40+00:00,28.763021994117647,16.13668723303275,0.4641398897959184,0,0,207.582738,503.453125,20.7582738,71.921875,0
2021-02-19 10:13:50+00:00,65.77295459082643,18.893260102880006,0.6197549894165533,0,0,207.582738,503.453125,20.7582738,71.921875,0
2021-02-19 10:14:00+00:00,37.78549999082893,28.95548479018469,0.5428985800386401,0,0,231.855297,516.92578125,23.1855297,73.84654017857143,0
2021-02-19 10:14:10+00:00,30.21798056109517,30.092569898247906,0.4573663971188351,0,0,231.855297,516.92578125,23.1855297,73.84654017857143,0
2021-02-19 10:14:20+00:00,32.922557488622,25.351874831112056,0.3992948301342728,0,0,231.855297,516.92578125,23.1855297,73.84654017857143,0
2021-02-19 10:14:30+00:00,50.55889677786338,23.74100762242936,0.5966416047848715,0,0,231.855297,516.92578125,23.1855297,73.84654017857143,0
2021-02-19 10:14:40+00:00,28.18685687050136,30.481938565977785,0.4318621205615924,0,0,231.855297,516.92578125,23.1855297,73.84654017857143,0
2021-02-19 10:14:50+00:00,24.798838353987826,30.45695638842481,0.3811595442620912,0,0,231.855297,516.92578125,23.1855297,73.84654017857143,0
2021-02-19 10:15:00+00:00,31.32748688354048,23.703687713117336,0.3734783218380152,0,0,207.543824,524.30078125,20.7543824,74.90011160714286,0
2021-02-19 10:15:10+00:00,27.991739418782924,30.24721895732469,0.4230363697472302,0,0,207.543824,524.30078125,20.7543824,74.90011160714286,0
2021-02-19 10:15:20+00:00,25.60957130925753,30.55627301874401,0.3943125351096753,0,0,207.543824,524.30078125,20.7543824,74.90011160714286,0
2021-02-19 10:15:30+00:00,79.44082995119352,18.716909121822155,0.7612593087166407,0,0,207.543824,524.30078125,20.7543824,74.90011160714286,0
2021-02-19 10:15:40+00:00,23.55050234695122,30.76797659692276,0.3625844472673264,0,0,207.543824,524.30078125,20.7543824,74.90011160714286,0
2021-02-19 10:15:50+00:00,29.47350084780632,30.862956410206603,0.4546535156675064,0,0,207.543824,524.30078125,20.7543824,74.90011160714286,0
2021-02-19 10:16:00+00:00,38.350592163596495,20.41984173406145,0.4077717076062085,0,0,207.889527,529.63671875,20.7889527,75.66238839285714,0
2021-02-19 10:16:10+00:00,34.14861318453039,30.01157774052559,0.4977130280331933,0,0,207.889527,529.63671875,20.7889527,75.66238839285714,0
2021-02-19 10:16:20+00:00,33.33313423958333,30.46031285505562,0.5079276593992846,0,0,207.889527,529.63671875,20.7889527,75.66238839285714,0
2021-02-19 10:16:30+00:00,40.759544779723,21.94444625390948,0.4417009591955497,0,0,207.889527,529.63671875,20.7889527,75.66238839285714,0
